類別	名稱	地址	縣市	鄉鎮
萊爾富	大安台科大店	106台北市大安區基隆路四段43號(第一學生宿舍1樓B區)	台北市	大安區
萊爾富	嘉義吳鳳南店	600嘉義市東區吳鳳南路635號	嘉義市	香山區
萊爾富	萬華內江店	108台北市萬華區內江街126、128號一樓	台北市	萬華區
萊爾富	基隆微笑店	201基隆市信義區孝東路92號地下一層之9	基隆市	文山區
萊爾富	大里永隆店	412台中市大里區永隆路30號	台中市	三義鄉
萊爾富	仁武仁林店	814高雄市仁武區仁林路263、263-1、263-2號	高雄市	北門區
萊爾富	南港成福店	115台北市南港區成福路38號、40號一樓	台北市	南港區
萊爾富	大里好來店	412台中市大里區新仁路一段247、249號1樓及好來一街2、4號1樓	台中市	三義鄉
萊爾富	六合夜市店	800高雄市新興區六合二路６６號	高雄市	安定區
萊爾富	信義虎林店	110台北市信義區虎林街242巷50號、52號	台北市	信義區
萊爾富	內湖愛湖店	114台北市內湖區新湖二路259巷6號一樓全部	台北市	內湖區
萊爾富	中壢龍泉店	320桃園市中壢區龍泉街137巷88號	桃園市	湖口鄉
萊爾富	松山新聚店	105台北市松山區南京東路五段250巷18弄20、20之1號	台北市	松山區
萊爾富	新興錦田店	800高雄市新興區錦田路54號	高雄市	安定區
萊爾富	新竹一品店	300新竹市東區忠孝路279之9號	新竹市	金湖鎮
萊爾富	士林陽明店	111台北市士林區雨聲街105號	台北市	士林區
萊爾富	新竹護城河	300新竹市東區信義街68號壹樓全部	新竹市	金湖鎮
萊爾富	中山八達店	104台北市中山區林森北路107巷86號1樓全部	台北市	中山區
萊爾富	士林承德店	111台北市士林區承德路四段80巷57號、劍潭路62號一樓全部(含地下室)	台北市	士林區
萊爾富	內湖湖人店	114台北市內湖區內湖路一段285巷65弄17、19號	台北市	內湖區
萊爾富	中正大忠門	100台北市中正區信義路一段13之1號一樓	台北市	中正區
萊爾富	中壢洽溪店	320桃園市中壢區民權路四段566號全部	桃園市	湖口鄉
萊爾富	南港合心店	115台北市南港區玉成街82號一樓	台北市	南港區
萊爾富	中山合江店	104台北市中山區合江街61巷1號1樓全部	台北市	中山區
萊爾富	仁武八卦寮	814高雄市仁武區永仁街79-1號	高雄市	北門區
萊爾富	內湖安泰店	114台北市內湖區安泰街31號一樓	台北市	內湖區
萊爾富	大安仁醫店	106台北市大安區仁愛路四段10號B1	台北市	大安區
萊爾富	埔里美人店	545南投縣埔里鎮北環路51號壹樓部份	南投縣	二林鎮
萊爾富	北市西湖店	114台北市內湖區內湖路一段217巷37號	台北市	內湖區
萊爾富	北投立農店	112台北市北投區立農街二段292、294號及義理街96號 	台北市	北投區
萊爾富	中山美妍店	104台北市中山區中山北路二段93巷5及5-1號 	台北市	中山區
萊爾富	文山景興店	116台北市文山區景興路10巷2號1樓	台北市	文山區
萊爾富	松山延吉店	105台北市松山區延吉街44號1樓全部	台北市	松山區
萊爾富	中和一品苑	235新北市中和區宜安路36、38號	新北市	七堵區
萊爾富	北市日出店	116台北市文山區木柵路二段4號	台北市	文山區
萊爾富	台南成大城	704台南市北區開元路515號	台南市	四湖鄉
萊爾富	北市痴心店	116台北市文山區指南路二段64號(商學院一樓部分)	台北市	文山區
萊爾富	北市和平店	100台北市中正區延平南路210號	台北市	中正區
萊爾富	北市延平店	103台北市大同區延平北路二段255-1號	台北市	大同區
萊爾富	北市迪化店	103台北市大同區迪化街一段50號	台北市	大同區
萊爾富	北市中山店	104台北市中山區中山北路二段137巷2號	台北市	中山區
萊爾富	北市中原二店	104台北市中山區中原街77號	台北市	中山區
萊爾富	北市民生店	104台北市中山區民生西路2號	台北市	中山區
萊爾富	北市馬偕店	104台北市中山區民生西路3巷2號	台北市	中山區
萊爾富	車麗屋松江店	104台北市中山區松江路550號	台北市	中山區
萊爾富	北市敦化店	105台北市松山區八德路三段12巷51弄2號	台北市	松山區
萊爾富	北市民權二店	105台北市松山區民權東路五段32號	台北市	松山區
萊爾富	北市獅子林店	108台北市萬華區西寧南路36之69,71.72.73.74號	台北市	萬華區
萊爾富	北市梧州店	108台北市萬華區梧州街29號	台北市	萬華區
萊爾富	首府和盟店	110台北市信義區市府路1號B2	台北市	信義區
萊爾富	北市松永店	110台北市信義區永吉路280號	台北市	信義區
萊爾富	北市林口店	110台北市信義區林口街36號	台北市	信義區
萊爾富	北市延平二店	111台北市士林區延平北路五段138號	台北市	士林區
萊爾富	北市開利店	111台北市士林區社子街142,144號	台北市	士林區
萊爾富	北市社子店	111台北市士林區社子街63巷2號	台北市	士林區
萊爾富	北市社正店	111台北市士林區社正路27號	台北市	士林區
萊爾富	北市懷德店	112台北市北投區懷德街5號	台北市	北投區
萊爾富	車麗屋內湖店	114台北市內湖區內湖路一段366號	台北市	內湖區
萊爾富	北市民東店	114台北市內湖區民權東路六段69,71,75號	台北市	內湖區
萊爾富	北市內湖二店	114台北市內湖區成功路二段318之1號	台北市	內湖區
萊爾富	車麗屋行忠店	114台北市內湖區行忠路67號	台北市	內湖區
萊爾富	北市麥帥店	114台北市內湖區行善路33及31號	台北市	內湖區
萊爾富	北市康樂二店	114台北市內湖區康樂街92號	台北市	內湖區
萊爾富	北市港成店	115台北市南港區玉成街27號	台北市	南港區
