類別	名稱	地址	縣市	鄉鎮
萊爾富	北市同京店	103台北市大同區西寧北路35號	台北市	大同區
萊爾富	中壢桃合店	320桃園市中壢區合圳北路二段47號	桃園市	湖口鄉
萊爾富	北市山德店	104台北市中山區德惠街109號	台北市	中山區
萊爾富	宜蘭宜中店	260宜蘭縣宜蘭市民族路396號	宜蘭縣	土城區
萊爾富	新竹竹翠店	300新竹市東區高翠路172-2號	新竹市	金湖鎮
萊爾富	北市正東店	100台北市中正區紹興南街4之12號	台北市	中正區
萊爾富	新竹竹神店	300新竹市東區興學街117、119、121號	新竹市	金湖鎮
萊爾富	中壢桃業店	320桃園市中壢區自強一路22、26號	桃園市	湖口鄉
萊爾富	桃縣桃濱店	327桃園市新屋區中山西路三段650號	桃園市	尖石鄉
萊爾富	北縣和大店	235新北市中和區自立路20巷1號	新北市	七堵區
萊爾富	嘉縣嘉棹店	604嘉義縣竹崎鄉中和村石棹２２之１９號	嘉義縣	鹿谷鄉
萊爾富	苗縣苗旺店	350苗栗縣竹南鎮中美里5鄰西門10號	苗栗縣	八德區
萊爾富	中壢桃萱店	320桃園市中壢區永福路1055號	桃園市	湖口鄉
萊爾富	新竹竹群店	300新竹市東區金山23街36、38號	新竹市	金湖鎮
萊爾富	桃縣桃丹店	327桃園市新屋區中山路457號	桃園市	尖石鄉
萊爾富	新竹竹旺店	300新竹市東區光復路二段275-1號	新竹市	金湖鎮
萊爾富	北市信北店	110台北市信義區中坡北路17.19號	台北市	信義區
萊爾富	新竹竹高店	300新竹市東區高峰路1號	新竹市	金湖鎮
萊爾富	竹北竹慶店	302新竹縣竹北市中山路12號	新竹縣	蘇澳鎮
萊爾富	竹北竹凰店	302新竹縣竹北市鳳岡路三段245號	新竹縣	蘇澳鎮
萊爾富	北市關渡店	112台北市北投區知行路314號、316巷2號	台北市	北投區
萊爾富	中壢桃通店	320桃園市中壢區中正路1096號	桃園市	湖口鄉
萊爾富	北市士銓店	111台北市士林區中山北路七段186號	台北市	士林區
萊爾富	中壢桃雙店	320桃園市中壢區中山東路三段282號	桃園市	湖口鄉
萊爾富	新竹竹恩店	300新竹市東區文昌街69號、武昌街79號	新竹市	金湖鎮
萊爾富	北市同安店	103台北市大同區重慶北路一段63號	台北市	大同區
萊爾富	竹北竹文店	302新竹縣竹北市縣政九路215號	新竹縣	蘇澳鎮
萊爾富	北市同蝶店	103台北市大同區南京西路30號	台北市	大同區
萊爾富	北市北功店	112台北市北投區立德路60號及立功街135號	台北市	北投區
萊爾富	彰化彰基一店	500彰化縣彰化市南校街135號5樓	彰化縣	西區
萊爾富	彰化彰基二店	500彰化縣彰化市南校街135號2樓	彰化縣	西區
萊爾富	中壢桃茁店	320桃園市中壢區西園路112號	桃園市	湖口鄉
萊爾富	新竹實中店	300新竹市東區介壽路300號	新竹市	金湖鎮
萊爾富	中壢桃杰店	320桃園市中壢區吉林路69、71號	桃園市	湖口鄉
萊爾富	中壢壢民店	320桃園市中壢區義民路二段157號	桃園市	湖口鄉
萊爾富	大里立人店	412台中市大里區益民路一段311號B1	台中市	三義鄉
萊爾富	北市湖潤店	114台北市內湖區舊宗路一段188號	台北市	內湖區
萊爾富	北市大同店	104台北市中山區中山北路三段40號	台北市	中山區
萊爾富	新竹竹賓店	300新竹市東區中華路二段206號	新竹市	金湖鎮
萊爾富	北市北武店	112台北市北投區學園路2號	台北市	北投區
萊爾富	北市臨江店	106台北市大安區臨江街40巷2號	台北市	大安區
萊爾富	竹北北冠店	302新竹縣竹北市縣政九路161號	新竹縣	蘇澳鎮
萊爾富	中壢壢聖店	320桃園市中壢區中正路二段359號	桃園市	湖口鄉
萊爾富	北市信誠店	110台北市信義區松山路537號及541巷1號	台北市	信義區
萊爾富	北縣自治店	235新北市中和區自治街38號及40號	新北市	七堵區
萊爾富	北市港醫店	115台北市南港區同德路87號	台北市	南港區
萊爾富	北市安孝店	106台北市大安區忠孝東路三段287號	台北市	大安區
萊爾富	北市松清店	105台北市松山區南京東路5段250巷3-1號	台北市	松山區
萊爾富	新竹竹沐店	300新竹市東區經國路一段379巷1號	新竹市	金湖鎮
萊爾富	北市山擎店	104台北市中山區天祥路70號	台北市	中山區
萊爾富	中壢壢榮店	320桃園市中壢區永福路603號	桃園市	湖口鄉
萊爾富	竹北北愛店	302新竹縣竹北市博愛街762號	新竹縣	蘇澳鎮
萊爾富	苗縣大富店	364苗栗縣大湖鄉富興村八寮灣3-7、3-8號	苗栗縣	蘆竹區
萊爾富	北市士大店	111台北市士林區大東路7號	台北市	士林區
萊爾富	中壢壢普店	320桃園市中壢區中山東路二段445-1、445-2號	桃園市	湖口鄉
萊爾富	北市萬寧店	108台北市萬華區長沙街二段50號	台北市	萬華區
萊爾富	竹北北鮮店	302新竹縣竹北市大同街33號	新竹縣	蘇澳鎮
萊爾富	北市士海店	111台北市士林區延平北路9段212號	台北市	士林區
萊爾富	高縣鼎仁店	814高雄市仁武區仁雄路467號	高雄市	北門區
萊爾富	中壢壢廣店	320桃園市中壢區志廣路81號	桃園市	湖口鄉
萊爾富	北市松柏店	105台北市松山區光復北路102號	台北市	松山區
萊爾富	嘉縣和發店	606嘉義縣中埔鄉中山路5段736號	嘉義縣	集集鎮
萊爾富	北縣飛和店	235新北市中和區中板路27號	新北市	七堵區
萊爾富	北市雙蝶店	103台北市大同區南京西路64巷9弄2號	台北市	大同區
萊爾富	北市正光店	100台北市中正區市民大道三段8號	台北市	中正區
萊爾富	中壢壢秀店	320桃園市中壢區民族路45、47號	桃園市	湖口鄉
萊爾富	高縣永新店	828高雄市永安區維新路155-1號	高雄市	歸仁區
萊爾富	北市艋舺店	108台北市萬華區雙園街69號	台北市	萬華區
萊爾富	北市北裕店	112台北市北投區裕民六路120號	台北市	北投區
萊爾富	北市正慶店	100台北市中正區衡陽路103號	台北市	中正區
萊爾富	彰化旭光店	500彰化縣彰化市南校街135號	彰化縣	西區
萊爾富	北市正童店	100台北市中正區中山南路8號B1	台北市	中正區
萊爾富	北市港南店	115台北市南港區舊莊街一段212巷2號一樓全部	台北市	南港區
萊爾富	北市政戰店	112台北市北投區中央北路二段70號	台北市	北投區
萊爾富	北市延年店	103台北市大同區延平北路3段40號	台北市	大同區
萊爾富	北市寶德店	105台北市松山區南京東路5段61號及63號	台北市	松山區
萊爾富	高縣仁忠店	814高雄市仁武區仁和村仁忠路86號,92號1樓	高雄市	北門區
萊爾富	北市京站店	103台北市大同區承德路一段1號	台北市	大同區
萊爾富	北市京承店	103台北市大同區承德路一段1號	台北市	大同區
萊爾富	北市圓捷店	103台北市大同區酒泉街15號	台北市	大同區
萊爾富	新竹竹亮店	300新竹市東區光復路二段962號1樓	新竹市	金湖鎮
萊爾富	北市奇岩店	112台北市北投區中央南路二段5號及7號	台北市	北投區
萊爾富	彰化彰慶店	500彰化縣彰化市辭修路515號	彰化縣	西區
萊爾富	北市家聲店	105台北市松山區寧安街12號	台北市	松山區
萊爾富	北市宏普店	114台北市內湖區民權東路6段117號	台北市	內湖區
萊爾富	竹北鳳岡店	302新竹縣竹北市中華路1165號	新竹縣	蘇澳鎮
萊爾富	新竹曙光店	300新竹市東區北大路61號	新竹市	金湖鎮
萊爾富	北市港宏店	115台北市南港區研究院路二段110號一樓	台北市	南港區
萊爾富	北市湖鑽店	114台北市內湖區瑞光路５０２號１樓	台北市	內湖區
萊爾富	北市小貓熊店	116台北市文山區新光路二段３０號	台北市	文山區
萊爾富	北市鑫梧店	108台北市萬華區梧州街55號	台北市	萬華區
萊爾富	大里竹子坑店	412台中市大里區仁化路2號	台中市	三義鄉
萊爾富	北市司法店	100台北市中正區博愛路 131號B1	台北市	中正區
萊爾富	苗縣君中店	350苗栗縣竹南鎮公義路245號	苗栗縣	八德區
萊爾富	大里光正店	412台中市大里區仁化路243、247號	台中市	三義鄉
萊爾富	北市湖玉店	114台北市內湖區陽光街298號一樓部份	台北市	內湖區
萊爾富	新竹埔頂店	300新竹市東區埔頂路586號	新竹市	金湖鎮
萊爾富	北市米蘭店	114台北市內湖區內湖路一段120巷16號一樓全部	台北市	內湖區
萊爾富	新屋東明店	327桃園市新屋區中興路317號	桃園市	尖石鄉
萊爾富	中和和竹店	235新北市中和區華新街143巷12號	新北市	七堵區
萊爾富	北市永捷店	104台北市中山區松江路27號	台北市	中山區
萊爾富	大里吉祥店	412台中市大里區成功二路57、59號	台中市	三義鄉
萊爾富	北市萬鑫店	108台北市萬華區西園路二段134、136、138號	台北市	萬華區
萊爾富	中和和玉店	235新北市中和區員山路84、86、88號一樓	新北市	七堵區
萊爾富	中壢國道店	320桃園市中壢區內定二街998之3號	桃園市	湖口鄉
萊爾富	北市正寶店(暫歇中)	100台北市中正區寶慶路35號	台北市	中正區
萊爾富	北市台大店	100台北市中正區常德街1號B1	台北市	中正區
萊爾富	北市貓空店	116台北市文山區指南路三段38巷35號	台北市	文山區
萊爾富	新竹竹青店	300新竹市東區明湖路1010號	新竹市	金湖鎮
萊爾富	北市政學店	116台北市文山區指南路二段64號(自強十舍)	台北市	文山區
萊爾富	中壢壢工店	320桃園市中壢區吉林路132號	桃園市	湖口鄉
萊爾富	北市北清店	112台北市北投區清江路53及55號	台北市	北投區
萊爾富	北市安興店	106台北市大安區復興南路2段148號1樓全部	台北市	大安區
萊爾富	嘉義啟園店	600嘉義市東區啟明路283號	嘉義市	香山區
萊爾富	北市港運店	115台北市南港區玉成街52巷2弄3號1樓全部、5號1樓	台北市	南港區
萊爾富	竹北綠能店	302新竹縣竹北市莊敬北路427號	新竹縣	蘇澳鎮
萊爾富	中和力德店	235新北市中和區立德街26巷1號及28號	新北市	七堵區
萊爾富	中和連勝店	235新北市中和區新生街225號及227號	新北市	七堵區
萊爾富	仁武新德店	814高雄市仁武區八德中路180號1 樓	高雄市	北門區
萊爾富	北市亞緹店	114台北市內湖區江南街111號	台北市	內湖區
萊爾富	北市長松店	104台北市中山區松江路50號	台北市	中山區
萊爾富	竹北皇家店	302新竹縣竹北市莊敬三路117號	新竹縣	蘇澳鎮
萊爾富	中壢合定店	320桃園市中壢區合定路11號	桃園市	湖口鄉
萊爾富	嘉義國興店	600嘉義市東區興業東路160號	嘉義市	香山區
萊爾富	北市華德店	108台北市萬華區德昌街241、243、245號	台北市	萬華區
萊爾富	高市盛昌店	811高雄市楠梓區三山街61之7號	高雄市	南化區
萊爾富	新竹東美店	300新竹市東區東美路１６８號	新竹市	金湖鎮
萊爾富	北市港玉店	115台北市南港區南港路三段8、10號一樓全部	台北市	南港區
萊爾富	北市正忠店	100台北市中正區梅花里８鄰忠孝東路一段３５號一樓全部	台北市	中正區
萊爾富	北市金碧店	114台北市內湖區金龍路64、66號壹樓全部	台北市	內湖區
萊爾富	北市國防店	114台北市內湖區民權東路六段１６１號	台北市	內湖區
萊爾富	北市天福店	111台北市士林區中山北路六段431之4號1樓	台北市	士林區
萊爾富	竹北水岸店	302新竹縣竹北市興隆路三段357號	新竹縣	蘇澳鎮
萊爾富	新竹凱旋店	300新竹市東區振興路79、81號	新竹市	金湖鎮
