類別	名稱	地址
OKmart	OK大溪得勝店	桃園市大溪區得勝路1號
OKmart	OK大溪中華店	桃園市大溪區信義路158號
OKmart	OK大溪員林店	桃園市大溪區員林路二段414號
OKmart	OK大溪康莊店	桃園市大溪區康莊路30號
OKmart	OK至善高中門市	桃園市大溪區康莊路645號1樓
OKmart	OK大溪勝利店	桃園市大溪區康莊路322、324、326號1樓
OKmart	OK大溪物流門市	桃園市大溪區仁善里三塊厝4鄰松樹88號
OKmart	OK大溪高中門市	桃園市大溪區康莊路641號
OKmart	OK新店安康店	新北市新店區安康路２段266號
OKmart	OK新店中興店	新北市新店區檳榔路29巷2、4號一樓
OKmart	OK新店三民店	新北市新店區三民路38號
OKmart	OK新店黎明店	新北市新店區黎明路43/45號
OKmart	OK新店中華店	新北市新店區中華路68號
OKmart	OK新店建中店	新北市新店區中正路249號
OKmart	OK新店忠誠店	新北市新店區北新路２段97巷8號1樓
OKmart	OK新店華城門市	新北市新店區華城一路18號1樓
OKmart	OK新店香坡店	新北市新店區安祥路102巷28號
OKmart	OK新店達觀店	新北市新店區達觀路6號B1
OKmart	OK新店日興店	新北市新店區安康路３段454號1樓
OKmart	OK新店康橋店	新北市新店區華城路501號
OKmart	OK平埔店	新北市深坑區文化街76號
OKmart	OK深坑百合店	新北市深坑區北深路一段38號1樓
OKmart	OK蘆洲中山店	新北市蘆洲區中山二路77號
OKmart	OK蘆洲正義店	新北市蘆洲區中原路12巷25號
OKmart	OK蘆洲溪墘店	新北市蘆洲區中山一路195號1樓
OKmart	OK蘆洲保佑店	新北市蘆洲區民族路562號1樓
OKmart	OK五股成功店	新北市五股區御成路75、77號1樓
OKmart	OK中和中山店	新北市中和區中山路２段252號
OKmart	OK中和員穗店	新北市中和區員山路468號
OKmart	OK中和積穗店	新北市中和區員山路396號
OKmart	OK中和秀峰店	新北市中和區秀峰街117號
OKmart	OK中和廣福店	新北市中和區廣福路30號
OKmart	OK中和民利店	新北市中和區民利街12號
OKmart	OK中和烘爐店	新北市中和區興南路２段140號1樓
OKmart	OK中和華夏店	新北市中和區華新街143巷11弄2號1樓
OKmart	OK中和宜安店	新北市中和區宜安路49、51號1樓
OKmart	OK中和信和店	新北市中和區員山路148巷23弄28號1樓
OKmart	OK中和中和店	新北市中和區中和路163號
OKmart	OK中和景德店	新北市中和區景德街70號
OKmart	OK土城延吉店	新北市土城區延吉街170號
OKmart	OK土城中央店	新北市土城區中央路１段182號
OKmart	OK土城學成店	新北市土城區學成路110號1樓
OKmart	OK土城承天店	新北市土城區南天母路10號1樓
OKmart	OK土城連宇店	新北市土城區自強街11巷2號1樓
OKmart	OK土城延安店	新北市土城區延安街2號1樓
OKmart	OK土城永豐店	新北市土城區永豐路149之2號1樓
OKmart	OK土城福安店	新北市土城區福安街72號1樓
OKmart	OK土城運動門市	新北市土城區金城路２段247-1號
OKmart	OK淡水中山店	新北市淡水區中山北路１段102號
OKmart	OK下奎柔山店	新北市淡水區淡金路３段333號
OKmart	OK淡水站前店	新北市淡水區中正路11-7號1樓
OKmart	OK竹圍民族店	新北市淡水區民族路51號1樓
OKmart	OK海院門市	新北市淡水區濱海路３段150號(賜福樓B棟1樓)
OKmart	OK竹圍民生店	新北市淡水區民生路119號1樓
OKmart	OK漁人碼頭門市	新北市淡水區觀海路201號1樓
OKmart	OK淡水康舒門市	新北市淡水區淡金路３段159號
OKmart	OK聖約翰門市	新北市淡水區淡金路４段499號
OKmart	OK淡水半山匯店	新北市淡水區興福寮77巷135號
OKmart	OK淡水新市店	新北市淡水區新市三路１段108號1F
OKmart	OK苑裡億光門市	苗栗縣苑裡鎮國光巷35號
OKmart	OK苑裡世界店	苗栗縣苑裡鎮世界路２段122號
OKmart	OK三義雙湖店	苗栗縣三義鄉雙湖16鄰96號
OKmart	OK造橋平仁店	苗栗縣造橋鄉平仁路53-1號
OKmart	OK造橋談文店	苗栗縣造橋鄉淡文湖51-15號1樓
OKmart	OK苗栗建臺門市	苗栗縣苗栗市至公路251號(宿舍大樓B1)
OKmart	OK苗栗金龍店	苗栗縣苗栗市愛國路28號30號1樓
OKmart	OK苗栗玉苗店	苗栗縣苗栗市中山路653號
OKmart	OK苗栗光華店	苗栗縣苗栗市玉維路34號1樓
OKmart	OK苗栗車站店	苗栗縣苗栗市為公路8號1樓
OKmart	OK苗栗復興店	苗栗縣苗栗市復興路２段204、206號1樓
OKmart	OK苗栗醫院門市	苗栗縣苗栗市為公路747號
OKmart	OK苗栗銅鑼店	苗栗縣銅鑼鄉中正路207號1樓
OKmart	OK銅鑼億光門市	苗栗縣銅鑼鄉中興路26號4樓
OKmart	OK銅鑼太平洋門市	苗栗縣銅鑼鄉銅科二路8號(宿舍樓1樓)
OKmart	OK竹南明勝店	苗栗縣竹南鎮明勝路392號1樓
OKmart	OK竹南佳興店	苗栗縣竹南鎮照南路2號1樓
OKmart	OK竹南復興店	苗栗縣竹南鎮保安林101號
OKmart	OK竹南大埔店	苗栗縣竹南鎮大埔里15鄰仁愛路1221巷1號
OKmart	OK頭份尖山店	苗栗縣頭份市中華路119號
OKmart	OK頭份信東店	苗栗縣頭份市信東路226號
OKmart	OK頭份陽興店	苗栗縣頭份市水源路324、326號1樓
OKmart	OK頭份信中店	苗栗縣頭份市信中路2號1樓
OKmart	OK頭份尖豐店	苗栗縣頭份市尖豐路775號1樓
OKmart	OK五結國民店	宜蘭縣五結鄉五結中路２段361巷1號1樓
OKmart	OK五結協和店	宜蘭縣五結鄉五結路２段317號1樓
OKmart	OK宜蘭中道門市	宜蘭縣壯圍鄉中央路３段312巷7號
OKmart	OK宜蘭中山店	宜蘭縣宜蘭市中山路三段290號1樓
OKmart	OK宜蘭神農店	宜蘭縣宜蘭市神農路一段2號1樓
OKmart	OK宜蘭權新店	宜蘭縣宜蘭市民權新路297號1樓
OKmart	OK宜蘭思源店	宜蘭縣宜蘭市女中路３段180號1樓
OKmart	OK宜蘭東港店	宜蘭縣宜蘭市東港路2段365號1樓
OKmart	OK宜蘭中福店	宜蘭縣宜蘭市中山路５段339號1樓
OKmart	OK宜蘭東門店	宜蘭縣宜蘭市聖後街106號1樓
OKmart	OK芳苑上林店	彰化縣芳苑鄉上林路路上段430號1-3樓
OKmart	OK芳苑芳樂店	彰化縣芳苑鄉仁愛村斗苑路271號
OKmart	OK彰化二水店	彰化縣二水鄉光文路9號1樓
OKmart	OK二水光復店	彰化縣二水鄉員集路3段606號1樓
OKmart	OK永靖永福店	彰化縣永靖鄉永福路１段140、142號1樓
OKmart	OK樹林桃子腳店	新北市樹林區桃子腳路124號1樓
OKmart	OK樹林億光門市	新北市樹林區中華路6-8號8樓
OKmart	OK樹林千歲店	新北市樹林區保安二街40號
OKmart	OK樹林伯園店	新北市樹林區柑園街二段119／121號1樓
OKmart	OK樹林中華店	新北市樹林區中華路135號
OKmart	OK樹林文化店	新北市樹林區文化街53號1樓
OKmart	OK八里龍米店	新北市八里區龍米路１段430號
OKmart	OK八里左岸店	新北市八里區觀海大道37號1、2樓
OKmart	OK汐止厚德店	新北市汐止區樟樹一路135巷19、21號1樓
OKmart	OK汐止福德店	新北市汐止區福德一路197號
OKmart	OK汐止秀峰店	新北市汐止區秀峰路119號
OKmart	OK汐止茄苳店	新北市汐止區茄苳路84、86號1樓
OKmart	OK汐止明峰店	新北市汐止區明峰街281號
OKmart	OK汐止社后店	新北市汐止區康寧街61巷48號
OKmart	OK汐止大同店	新北市汐止區大同路三段85號
OKmart	OK汐止光明店	新北市汐止區大同路二段521號1樓
OKmart	OK汐止新台店	新北市汐止區大同路１段169號1樓
OKmart	OK汐止汐平店	新北市汐止區汐平路１段1號1-3樓
OKmart	OK汐止中興店	新北市汐止區大同路１段331、333號1樓
OKmart	OK汐止東勢店	新北市汐止區東勢街127號1樓
OKmart	OK汐止江山萬里店	新北市汐止區新台五路２段170號B1
