類別	名稱	地址	經度	緯度
麥當勞	高雄左營(含現烤法點)	高雄市左營區左營大路81號	120.2883262	22.68264975
麥當勞	高雄後勁(含現烤法點)	高雄市楠梓區後昌路109號1樓	120.3109026	22.71883015
麥當勞	高雄右昌	高雄市楠梓區軍校路796號1樓	120.2930065	22.70992
麥當勞	高雄後昌新(含現烤法點)	高雄市楠梓區後昌新路111號	120.29119	22.72042
麥當勞	橋頭成功南旗艦專櫃(含現烤法點)	高雄市橋頭區成功南路281號	120.31302	22.752124
麥當勞	高雄旗山(含現烤法點)	高雄市旗山區中華路636號1樓	120.4854689	22.88542819
麥當勞	永康中正北旗艦專櫃(含現烤法點)	永康區中正北路56之1號	120.24022	23.04134
麥當勞	永康中山(含現烤法點)	台南市永康區中山南路998號1樓	120.2551009	23.02539181
麥當勞	台南北安(含現烤法點)	台南市安南區北安路三段132號	120.203135	23.04139
麥當勞	永康大灣	台南市永康區大灣路796號1樓	120.2588962	23.00029794
麥當勞	台南中華旗艦專櫃(含現烤法點)	台南市永康區中華路162號1樓	120.2353594	23.00370421
麥當勞	台南海佃旗艦專櫃(含現烤法點)	台南市安南區海佃路1段152號	120.1919178	23.02398759
麥當勞	台南裕農(含現烤法點)	台南市東區裕農路855號	120.242383	22.98964
麥當勞	台南西門二(含現烤法點)	台南市北區西門路4段66號	120.2068084	23.00728306
麥當勞	台南大學旗艦專櫃(含現烤法點)	台南市東區大學路26號	120.2198747	22.9960391
麥當勞	台南遠百二	台南市東區前鋒路210號B2	120.2134115	22.99673397
麥當勞	台南歸仁旗艦專櫃(含現烤法點)	台南市歸仁區中山路2段131號	120.2923	22.96705
麥當勞	台南民族(含現烤法點)	台南市中西區西華南街65號	120.2095193	22.99468144
麥當勞	台南仁德	台南市仁德區中正路三段58號	120.2526307	22.9733113
麥當勞	台南東門旗艦專櫃(含現烤法點)	台南市東區東門路2段353號1樓	120.2278104	22.98257542
麥當勞	台南西門	台南市中西區西門路2段96號	120.19879	22.99282
麥當勞	台南文化旗艦專櫃(含現烤法點)	台南市東區中華東路3段260號	120.2242539	22.97566858
麥當勞	台南健康(含現烤法點)	台南市中西區健康路1段48號1樓	120.2104929	22.98140366
麥當勞	台南中華二旗艦專櫃(含現烤法點)	台南市安平區中華西路2段491號1樓	120.1861406	22.99577375
麥當勞	台南三越二	台南市中西區西門路一段658號6樓	120.197803	22.986809
麥當勞	台南金華旗艦專櫃(含現烤法點)	台南市南區金華路1段532號1樓	120.191103	22.97428306
麥當勞	仁德二仁(含現烤法點)	台南市仁德區二仁路1段120號	120.224264	22.922317
麥當勞	高雄路竹(含現烤法點)	高雄市路竹區竹南村中山路1199號	120.2615	22.85352
麥當勞	岡山壽天(含現烤法點)	高雄市岡山區壽天路122之1號	120.290818	22.79463
麥當勞	岡山中山(含現烤法點)	高雄市岡山區中山北路89號	120.2988443	22.79324817
