類別	編號	名稱	地址	縣市	鄉鎮	經度	緯度
公車站牌	30030	光華街口	民安西路357號(向西)	NewTaipei		121.4284024	25.01056501	
公車站牌	30031	台灣通用	台灣通用(向西)	NewTaipei		121.4299139	25.009369	
公車站牌	30032	大唐江山	民安西路468巷3號(向西)	NewTaipei		121.431869	25.007867	
公車站牌	30033	丹鳳國小	新北市新莊區新北市新莊區中正路730-3號同向(向北)	NewTaipei		121.41477	25.0233425	
公車站牌	30034	雙鳳富國路口	中正路881號東側5公尺(向北)	NewTaipei		121.417618	25.025833	
公車站牌	30035	中港	幸福路643號(向西)	NewTaipei		121.451623157219	25.0492912897265	
公車站牌	30036	中正龍安路口	龍安路24號(向北)	NewTaipei		121.4147173	25.02234833	
公車站牌	30037	丹鳳高中	龍安路72號(向西)	NewTaipei		121.416282	25.02129417	
公車站牌	30038	裕民國小	龍安路96號(向西)	NewTaipei		121.41789	25.02076	
公車站牌	30039	萬安公園	龍安路214號(向西)	NewTaipei		121.4200836	25.01999805	
公車站牌	3004	文化里	保安路104號同向(向南)	NewTaipei		121.5093964	25.01598667	
公車站牌	30041	福祿新城一	民安西路103號(向北)	NewTaipei		121.426871	25.018646	
公車站牌	30042	民安國小	民安東路7號(向西)	NewTaipei		121.4278873	25.02104618	
公車站牌	30043	民安站	民安東路120號(向西)	NewTaipei		121.4302215	25.02083833	
公車站牌	30044	光華國小(民安西路)	民安西路147號(向北)	NewTaipei		121.4262636	25.01682597	
公車站牌	30045	光華國小(民安西路)	民安西路137號(向南)	NewTaipei		121.42625	25.01724	
公車站牌	30047	中原東路	中原東路50號(向西)	NewTaipei		121.4638176	25.05457832	
公車站牌	30048	復興路三段	復興路三段73號(向西)	NewTaipei		121.46269	25.04461	
公車站牌	30049	化成路	化成路30之3號同向(向北)	NewTaipei		121.46494	25.04303	
公車站牌	3005	文化路	文化路39號同向(向東)	NewTaipei		121.5146148585	25.0150118374757	
公車站牌	3007	永平路	仁愛路238號同向(向西)	NewTaipei		121.5080925	25.01163486	
公車站牌	3008	永安市場(永貞路)	永貞路227號同向(向東)	NewTaipei		121.513414	25.003661	
公車站牌	301	竿蓁林	中正東路一段125號同向(向西)	NewTaipei		121.4561149	25.1591222	
公車站牌	3010	永利路	永利路54號同向(向東)	NewTaipei		121.5188661	25.00531696	
公車站牌	30100	捷運新店區公所站(北新)	北新路一段86號(向北)	NewTaipei		121.54161613426882	24.96763873691205	
公車站牌	30101	七張(北新路)	北新路二段26號同向(向北)	NewTaipei		121.54278	24.97148	
公車站牌	30102	捷運七張站	捷運七張站1號出口旁(向北)	NewTaipei		121.5430453	24.9753	
公車站牌	30103	新店郵局	北新路二段256號同向(向北)	NewTaipei		121.54273	24.97808	
公車站牌	30104	大坪林	北新路三段104號同向(向北)	NewTaipei		121.54183874603	24.981232663482	
公車站牌	30105	捷運大坪林站	北新路三段200號同向(向北)	NewTaipei		121.5413983	24.98334421	
公車站牌	3012	永和國小	中正路472號對向(向南)	NewTaipei		121.5172544	25.00304399	
公車站牌	3013	永和國小	中正路436號(向北)	NewTaipei		121.5175452	25.0024569	
公車站牌	3014	永和路口	永和路一段21號同向(向南)	NewTaipei		121.51286138332	25.0056877314979	
公車站牌	3015	永和路口	永和路一段12號同向(向北)	NewTaipei		121.512837	25.004572	
公車站牌	3016	秀朗路三段70巷	秀朗路三段68號(向南)	NewTaipei		121.526309	24.994716	
公車站牌	3017	永福橋	福和路79號同向(向東)	NewTaipei		121.522301	25.007816	
公車站牌	3018	正興里	中正路633號對面(向東)	NewTaipei		121.515573	25.010002	
公車站牌	3019	竹林路口	竹林路16號(向西)	NewTaipei		121.517667	25.014315	
公車站牌	3020	秀朗國小	得和路249號同向(向東)	NewTaipei		121.52085	24.999902	
公車站牌	3026	福和里	中正路491號同向(向南)	NewTaipei		121.5168879	25.00661028	
公車站牌	3027	得和路	得和路114號同向(向東)	NewTaipei		121.518491	25.00017249	
公車站牌	3028	得和路口	中正路277號同向(向北)	NewTaipei		121.5177138	25.00054939	
公車站牌	3029	得和路口	中正路277號同向(向南)	NewTaipei		121.517563	25.000946	
公車站牌	303	捷運紅樹林站	中正東路二段75號對面(向南)	NewTaipei		121.459145801051	25.1538309248044	
公車站牌	3030	干城路口	干城路157號(向北)	NewTaipei		121.460644	24.992198	
公車站牌	3031	莊仁橋	莊敬路31號同向(向北)	NewTaipei		121.5032215	25.00763194	
公車站牌	3034	頂溪國小	文化路103號同向(向東)	NewTaipei		121.512949185089	25.0151813528961	
公車站牌	3035	智光商職	中正路31號前(向南)	NewTaipei		121.51401799691	24.9955699494036	
公車站牌	3037	智光商職	中和區安樂路73號(向南)	NewTaipei		121.5125768	24.99403299	
公車站牌	3043	網溪國小	竹林路108號同向(向東)	NewTaipei		121.5196559	25.01187111	
公車站牌	3045	樂華夜市	永和路一段127號同向(向南)	NewTaipei		121.51386	25.00839	
公車站牌	3048	一江新村	中山路二段239號同向(向東)	NewTaipei		121.498123	25.002407	
公車站牌	3049	力行里	圓通路228號同向(向南)	NewTaipei		121.4955621	24.99317959	
公車站牌	3050	力行社區	圓通路207號同向(向北)	NewTaipei		121.4968437	24.99431193	
公車站牌	3052	連城錦和路口(暫時裁撤)	連城路289號同向(向東)	NewTaipei		121.4903845	24.99626066	
公車站牌	3053	大同育幼院	圓通路128號同向(向西)	NewTaipei		121.4983901	24.995841	
公車站牌	3056	中山錦和路口	中山路二段403號同向(向東)	NewTaipei		121.486227	25.004805	
公車站牌	3057	大潤發	福祥路7號同向(向南)	NewTaipei		121.4993988	25.00286514	
公車站牌	3059	中山路口	中山路一段51號同向(向東)	NewTaipei		121.51308	25.01056	
公車站牌	3061	中安街	中安街74號(向南)	NewTaipei		121.512357	25.002081	
公車站牌	3062	中和廟口	中和路84號(向東)	NewTaipei		121.501313	25.000359	
公車站牌	3063	中和派出所	中和路114號同向(向東)	NewTaipei		121.502769736506	24.9996954644534	
公車站牌	3064	中和派出所	中和路171號同向(向西)	NewTaipei		121.502819563683	24.9998556483866	
公車站牌	3065	中和保養廠	中山路二段372號同向(向西)	NewTaipei		121.491807	25.003079	
公車站牌	3066	中和保養廠	中山路二段347號(向東)	NewTaipei		121.492374	25.002543	
公車站牌	3069	中和高中(員山路)	員山路128號同向(向北)	NewTaipei		121.4811434	24.99594707	
公車站牌	3070	中和高中(員山路)	員山路135號同向(向南)	NewTaipei		121.4809504	24.99579873	
公車站牌	3071	中和高中	連城路573號同向(向北)	NewTaipei		121.4789782	24.99430779	
公車站牌	3072	中和高中	連城路454號同向(向南)	NewTaipei		121.478575833983	24.9941775057553	
公車站牌	3073	中和國中	興南路一段142之6號(向南)	NewTaipei		121.508737	24.98743477	
公車站牌	3074	中和教會	景平路398之2號同向(向西)	NewTaipei		121.509353	24.993096	
公車站牌	3077	中和農會(中和路)	新北市中和區中和路29號(向西)	NewTaipei		121.499868	25.001862	
公車站牌	3078	中和農會(中和路)	新北市中和區中和路22號(向東)	NewTaipei		121.499736	25.001903	
公車站牌	3080	中和國稅局	連城路183號同向(向北)	NewTaipei		121.4951329	24.99819818	
公車站牌	3081	北一游泳池	興南路二段264號同向(向北)	NewTaipei		121.50076	24.98031	
公車站牌	3083	外南站	南山路271號同向(向東)	NewTaipei		121.5064924	24.99014796	
公車站牌	3084	台貿一村	連城路192號同向(向西)	NewTaipei		121.492254369312	24.99673	
公車站牌	3085	四維街	四維街12號同向(向北)	NewTaipei		121.512722	24.98701284	
公車站牌	3086	永平高中	中山路一段166號同向(向南)	NewTaipei		121.50931	25.00925	
公車站牌	3087	永平高中	中山路一段175之1號同向(向北)	NewTaipei		121.50974	25.00919	
公車站牌	309	風動石	木柵路五段3號對面(向東)	NewTaipei		121.579341481903	25.0010545644892	
公車站牌	3090	秀朗路三段70巷	秀朗路三段105號同向(向北)	NewTaipei		121.526436	24.994659	
公車站牌	3091	民德路	德光路109號同向(向北)	NewTaipei		121.468199	25.003209	
公車站牌	3092	民德路口	民德路60號同向(向南)	NewTaipei		121.46883	25.0022	
公車站牌	3094	尖山腳	景平路42號同向(向西)	NewTaipei		121.52296	24.99076	
公車站牌	3095	安平路	安平路121號同向(向南)	NewTaipei		121.511791	24.997722	
公車站牌	3097	安和路口	景安路42號同向(向南)	NewTaipei		121.5068105	24.99802917	
公車站牌	3098	自強國小(民德路)	民德路152號同向(向南)	NewTaipei		121.46855	24.99986	
公車站牌	3099	捷運秀朗橋站	景平路3號(向東)	NewTaipei		121.524836	24.990204	
公車站牌	3100	秀景里	成功路84號同向(向南)	NewTaipei		121.52587	24.991494	
公車站牌	3102	幸福市場	忠孝街111號同向(向南)	NewTaipei		121.51252	24.9875	
公車站牌	3103	佳和公園	中山路二段47號同向(向北)	NewTaipei		121.504545	25.004905	
公車站牌	3104	放生寺	忠孝街131號同向(向南)	NewTaipei		121.5120524	24.98523881	
公車站牌	3105	松下電子	員山路506號同向(向南)	NewTaipei		121.479178	25.008537	
公車站牌	3106	板橋監理站	中山路三段79號同向(向東)	NewTaipei		121.47597	25.005765	
公車站牌	3107	南山高中	中和路188號同向(向東)	NewTaipei		121.5048263	24.99965591	
公車站牌	3109	南山高中(中山路)	中山路二段131號同向(向北)	NewTaipei		121.502608785098	25.0033780465089	
公車站牌	3110	南山高中	中和路273號同向(向西)	NewTaipei		121.505553	24.999719	
公車站牌	3113	保生路口	中山路一段299號同向(向北)	NewTaipei		121.507495	25.007415	
公車站牌	3114	南華路口	景平路429號同向(向東)	NewTaipei		121.501412	24.995486	
公車站牌	3116	南勢角(興南路)	興南路一段53號同向(向南)	NewTaipei		121.510938	24.990576	
公車站牌	3119	范厝	成功路38號同向(向南)	NewTaipei		121.526021	24.993061	
公車站牌	3121	飛駝二村	忠孝街3號同向(向北)	NewTaipei		121.5113314	24.98355304	
公車站牌	3122	員山公園	員山路471號(向南)	NewTaipei		121.480636	25.00395	
公車站牌	3123	員山派出所	員山路221號同向(向南)	NewTaipei		121.4810959	24.99827083	
公車站牌	3124	連城中正路口	連城路457號(向東)	NewTaipei		121.484429	24.996128	
公車站牌	3125	泰和街	泰和街23號同向(向南)	NewTaipei		121.4994011	25.00029878	
公車站牌	3126	烘爐地	興南路二段322號同向(向東)	NewTaipei		121.4987737	24.97979577	
公車站牌	3128	捷運永安市場站	中和路388號同向(向北)	NewTaipei		121.511388	25.00296	
公車站牌	3129	捷運南勢角站	興南路一段54號同向(向南)	NewTaipei		121.510175	24.989578	
公車站牌	3130	捷運景安站(景平路)	景平路383號對面(向東)	NewTaipei		121.504297	24.993354	
公車站牌	3131	干城路口	干城路158號(向南)	NewTaipei		121.460458	24.992159	
公車站牌	3133	家美工業區	新北市中和區中山路二段317號(向東)	NewTaipei		121.493889	25.002035	
公車站牌	3134	連城景平路(暫時裁撤)	連城路165號同向(向北)	NewTaipei		121.496428401096	24.9996352583255	
公車站牌	3135	連城路	連城路485號同向(向北)	NewTaipei		121.4828412	24.99563856	
公車站牌	3137	無極宮	興南路三段45號同向(向南)	NewTaipei		121.496476	24.97803	
公車站牌	3138	景新街	景新街390號同向(向東)	NewTaipei		121.512439	24.989823	
公車站牌	3141	湖山巖	興南路二段222號同向(向南)	NewTaipei		121.5033889	24.98242433	
公車站牌	3144	華夏科技大學	忠孝街91號同向(向東)	NewTaipei		121.5092408	24.98292064	
公車站牌	3147	華泰新城	中和路411號同向(向北)	NewTaipei		121.50911	25.000387	
公車站牌	3148	華新街	華新街48號同向(向南)	NewTaipei		121.5079595	24.98406358	
公車站牌	3149	華福街口	民德路250號同向(向南)	NewTaipei		121.4678927	24.99723486	
公車站牌	3150	圓通景平路口	圓通路96號同向(向南)	NewTaipei		121.4996681	24.996931	
公車站牌	3151	經建新村	景平路258號(向西)	NewTaipei		121.514765	24.992459	
公車站牌	3152	壽南橋	興南路二段58號同向(向南)	NewTaipei		121.5056504	24.98456193	
公車站牌	3153	壽德街口	民德路326號同向(向南)	NewTaipei		121.4669	24.99467	
公車站牌	3154	捷運中和站(中山路)	中山路二段326號同向(向西)	NewTaipei		121.496164	25.002415	
公車站牌	3156	劉厝	成功路二段150號(向南)	NewTaipei		121.526549	24.996943	
公車站牌	3158	廟美里	中山路二段185號同向(向東)	NewTaipei		121.5003993	25.00264981	
公車站牌	3161	潭墘	安平路200號同向(向北)	NewTaipei		121.51347	24.99948	
公車站牌	3163	積穗	中和區中山路三段39號同向(向東)	NewTaipei		121.478674	25.005751	
公車站牌	3164	積穗國中	員山路321號同向(向南)	NewTaipei		121.481193	25.000604	
公車站牌	3169	環球購物中心	中山路三段173號同向(向東)	NewTaipei		121.4730341	25.00622954	
公車站牌	3170	捷運景平站	景平路162號(向西)	NewTaipei		121.517362	24.992238	
公車站牌	3171	雙和里	中和路248號同向(向西)	NewTaipei		121.5068521	24.99973099	
公車站牌	3172	景平路景德街口	景平路之2號同向(向西)	NewTaipei		121.5194886	24.99170762	
公車站牌	3173	大同莊園	中央路一段303號對面(向南)	NewTaipei		121.4437416	24.98322088	
公車站牌	3174	土城	中央路二段374號同向(向南)	NewTaipei		121.439853	24.971387	
公車站牌	3176	土城工業區	中央路四段25號對向(向南)	NewTaipei		121.4246642	24.96271988	
公車站牌	3177	土城區公所	金城路一段72號同向(向北)	NewTaipei		121.44314	24.97158	
公車站牌	3178	土城區公所	金城路一段52號對向(向南)	NewTaipei		121.44303	24.97172	
公車站牌	3179	土城看守所	青雲路50號對面(向北)	NewTaipei		121.4599221	24.98816504	
公車站牌	318	振興醫院	明德路365號同向(向南)	NewTaipei		121.52192449073	25.117647428703	
公車站牌	3180	土城看守所	青雲路50號(向南)	NewTaipei		121.4597495	24.98802614	
公車站牌	3182	土城國中	中央路三段208號同向(向南)	NewTaipei		121.42989	24.96478	
公車站牌	3183	土城農會	中央路二段路268號同向(向南)	NewTaipei		121.441375	24.974324	
公車站牌	3184	大暖路口	中央路四段49號同向(向北)	NewTaipei		121.42204	24.96147	
公車站牌	3186	中央路三段	中央路三段140號同向(向西)	NewTaipei		121.4334	24.96564	
公車站牌	3187	中正國中	金城路二段路228號同向(向北)	NewTaipei		121.456615	24.982947	
公車站牌	319	桃源國中	中央北路四段80號對向(向南)	NewTaipei		121.478414765473	25.1352415152076	
公車站牌	3191	仁愛路口	明德路一段227號同向(向東)	NewTaipei		121.463057	24.978438	
公車站牌	3192	少年觀護所	石門路2巷口(向東)	NewTaipei		121.459496	24.969587	
公車站牌	3193	少年觀護所	青雲路452號斜對面(向北)	NewTaipei		121.45946	24.9698	
公車站牌	3194	日新里	中央路一段190號同向(向南)	NewTaipei		121.44529	24.98613	
公車站牌	3197	平和里	金城路三段同向(向北)	NewTaipei		121.468935	24.988257	
公車站牌	3198	永豐路口	金城路三段路24號同向(向北)	NewTaipei		121.465217	24.986269	
公車站牌	3201	忠義路口	金城路一段32號同向(向南)	NewTaipei		121.44003	24.9693	
公車站牌	3203	明德路	明德路二段55號同向(向東)	NewTaipei		121.4447479	24.98424871	
公車站牌	3205	明德路	明德路二段108號同向(向西)	NewTaipei		121.4447942	24.98433693	
公車站牌	3206	臺灣新北地方法院(金城)	金城路二段200號同向(向北)	NewTaipei		121.459549	24.98446	
公車站牌	3207	臺灣新北地方法院(金城)	金城路二段312號同向(向南)	NewTaipei		121.4584249	24.98444725	
公車站牌	3209	青山路	明德路一段305號同向(向東)	NewTaipei		121.45973	24.97717	
公車站牌	3211	長風新城	中央路二段路168號同向(向南)	NewTaipei		121.441951	24.976407	
公車站牌	3212	土城醫院	金城路二段6號前(向北)	NewTaipei		121.448771	24.976884	
公車站牌	3213	土城醫院	金城路一段102號同向(向南)	NewTaipei		121.44737	24.97613	
公車站牌	3214	柑林橋	金城路二段28號同向(向北)	NewTaipei		121.45102	24.97862	
公車站牌	3215	柑林橋	金城路二段28號對面(向南)	NewTaipei		121.450533	24.978481	
公車站牌	3216	看守所	青雲路8號同向(向南)	NewTaipei		121.4600743	24.98908532	
公車站牌	3219	新北高工(金城)	金城路二段52號同向(向北)	NewTaipei		121.45237	24.97978	
公車站牌	3220	新北高工(學府)	學府路一段276號同向(向南)	NewTaipei		121.44997	24.98314	
公車站牌	3222	手信坊文化館	明德路一段137號同向(向北)	NewTaipei		121.46519	24.98038	
公車站牌	3223	捷運土城站	金城路一段70號同向(向北)	NewTaipei		121.44545	24.974043	
公車站牌	3224	捷運永寧站	中央路三段99號同向三號出口(向北)	NewTaipei		121.4365891	24.96693499	
公車站牌	3228	清水	青雲路192號同向(向南)	NewTaipei		121.45903	24.98216	
公車站牌	3230	清化里	青雲路589號同向(向南)	NewTaipei		121.459446	24.971424	
公車站牌	3231	清水派出所	青雲路256號同向(向南)	NewTaipei		121.458958	24.9797378	
公車站牌	3234	清和里	青雲路459號對面(向南)	NewTaipei		121.458758	24.974474	
公車站牌	3235	貨饒里	中央路一段106號對向(向南)	NewTaipei		121.446613	24.98829459	
公車站牌	3236	頂埔	中央路四段118號同向(向南)	NewTaipei		121.416875	24.958125	
公車站牌	3238	頂埔國小	中央路四段286號同向(向南)	NewTaipei		121.41422	24.95627	
公車站牌	3239	媽祖田	中央路四段436號(向南)	NewTaipei		121.4104911	24.95153591	
公車站牌	3245	太陽城社區	中央路四段412號同向(向南)	NewTaipei		121.41202	24.95344	
公車站牌	3247	廣福國小	學府路156號同向(向南)	NewTaipei		121.45429	24.98687	
公車站牌	3248	宏國德霖科技大學	青雲路406號同向(向南)	NewTaipei		121.458723	24.973024	
公車站牌	3250	駕訓中心	金城路三段270號同向(向北)	NewTaipei		121.477332	24.992043	
公車站牌	3252	檳榔科	青雲路329號對向(向南)	NewTaipei		121.45886	24.97754	
公車站牌	3256	大同路	大同路98之3號同向(向南)	NewTaipei		121.3757346	24.92772271	
公車站牌	3262	三峽分局	中正路一段64號同向(向南)	NewTaipei		121.37495	24.93012	
公車站牌	3263	三峽老街(民生街)	民生街96號(向北)	NewTaipei		121.3741	24.935495	
公車站牌	3266	三峽國小(三鶯國民運動中心)	文化路三峽國小後門對面(向西)	NewTaipei		121.36904	24.93604	
公車站牌	3267	三峽國小(三鶯國民運動中心)	地標同向 (向東)	NewTaipei		121.36942	24.93599	
公車站牌	3268	三峽國中	復興路168號同向(向東)	NewTaipei		121.370724	24.938309	
公車站牌	3272	大學風呂(大義路)	大義路258號旁同向(向南)	NewTaipei		121.37729	24.94671	
公車站牌	3279	介壽路三段	介壽路三段97號同向(向南)	NewTaipei		121.3955	24.93879	
公車站牌	3281	臺北大學(三峽校區)	復興路255之1號對面(向西)	NewTaipei		121.367802	24.939065	
公車站牌	3282	臺北大學正門	臺北大學正門(向東)	NewTaipei		121.37368	24.94489	
公車站牌	3284	加油站	介壽路三段加油站對面對向(向南)	NewTaipei		121.3978742	24.94189348	
公車站牌	3287	安溪國中	大同路172號對面(向東)	NewTaipei		121.37274	24.92667	
公車站牌	3289	姑娘廟	三樹路214巷口同向(向北)	NewTaipei		121.379266	24.94237	
公車站牌	329	財元廣場	中華路二段1號同向(向南)	NewTaipei		121.453317	25.044839	
公車站牌	3290	怡華	介壽路一段337號同向(向北)	NewTaipei		121.381785	24.930317	
公車站牌	3291	林厝	介壽路二段112號同向(向西)	NewTaipei		121.39332	24.93579	
公車站牌	3292	長壽山	介壽路三段225號旁約15公尺同向(向南)	NewTaipei		121.404	24.94539	
公車站牌	3293	客家文化園區	客家文化園區(向西)	NewTaipei		121.3563861	24.94094701	
公車站牌	3294	員潭仔溝	介壽路一段389號同向(向南)	NewTaipei		121.38647	24.9331	
公車站牌	3295	員潭仔溝	介壽路一段530號同向(向北)	NewTaipei		121.3866366	24.93307081	
公車站牌	3297	恩主公醫院	三峽區復興路453號(向東)	NewTaipei		121.362406	24.938526	
公車站牌	3299	新社區	中正路一段181號同向(向北)	NewTaipei		121.372748	24.928182	
公車站牌	3300	新興街口	文化路70號(向西)	NewTaipei		121.3724548	24.93623484	
公車站牌	3301	溪北里	介壽路三段163號同向(向南)	NewTaipei		121.401205	24.943423	
公車站牌	3302	溪南里	介壽路二段55號同向(向南)	NewTaipei		121.39077	24.93526	
公車站牌	3303	介壽路一段412巷	介壽路一段396號對向(向南)	NewTaipei		121.38342	24.93097	
公車站牌	3305	學成路	學成路224號對面同向(向南)	NewTaipei		121.37419	24.9416	
公車站牌	3306	學成路一	學成路一(向南)	NewTaipei		121.3768168	24.94402239	
公車站牌	3307	學勤路	學勤路103號同向(向南)	NewTaipei		121.37483	24.94629	
公車站牌	3308	橫溪	介壽路三段(向南)	NewTaipei		121.395702	24.937009	
公車站牌	3309	龍田社區	介壽路三段211號同向(向南)	NewTaipei		121.40262	24.94426	
公車站牌	3310	礁溪里	三峽區介壽路一段61號對面(向南)	NewTaipei		121.37551	24.932689	
公車站牌	3313	三多里	中正路504號同向(向西)	NewTaipei		121.41221	25.01327	
公車站牌	3314	山佳	中山路三段213號(向東)	NewTaipei		121.3935678	24.97226366	
公車站牌	3315	山佳國小	中山路二段249巷2-1號對向(向南)	NewTaipei		121.402015	24.975931	
公車站牌	3316	三東紡織	保安街一段89號同向(向東)	NewTaipei		121.42196	24.99529	
公車站牌	3317	三俊街	三俊街195號對面(向東)	NewTaipei		121.419951	25.015489	
公車站牌	3318	三俊街口	三俊街302號同向(向東)	NewTaipei		121.4230315	25.01407986	
公車站牌	3320	保安中正路口	新北市樹林區保安街三段22號同向(向北)	NewTaipei		121.412649	25.011514	
公車站牌	3321	中洲街口	樹林區中山路三段127-1號對向(向南)	NewTaipei		121.396631	24.973384	
公車站牌	3323	中華電信	保安街二段331號同向(向南)	NewTaipei		121.4124249	25.00731335	
公車站牌	3324	公路新村	中正路572號同向(向西)	NewTaipei		121.4110483	25.0149032	
公車站牌	3325	世紀	保安路二段339號同向(向南)	NewTaipei		121.412454	25.009174	
公車站牌	3330	光華	新北市樹林區保安街二段267巷口(向南)	NewTaipei		121.412918	25.005259	
公車站牌	3334	育英街口	中山路一段143號同向(向北)	NewTaipei		121.422341	24.989564	
公車站牌	3337	東山	中山路二段135號對向(向南)	NewTaipei		121.406613	24.9792	
公車站牌	3342	武林國小	保安街二段161號同向(向南)	NewTaipei		121.415266	25.002505	
公車站牌	3343	圳安里	俊英街96號對向(向東)	NewTaipei		121.42762	25.00495	
公車站牌	3346	俊興街口	三俊街117號同向(向東)	NewTaipei		121.4180492	25.0154993	
公車站牌	3350	風路坑	中山路三段206號(向南)	NewTaipei		121.38284	24.96635	
公車站牌	3351	海明寺	中山路ㄧ段398號同向(向南)	NewTaipei		121.418267	24.98555342	
公車站牌	3352	高印公司	三俊街74巷11號同向(向東)	NewTaipei		121.4137341	25.01562194	
公車站牌	3353	東昇福德宮	中山路二段158號同向(向南)	NewTaipei		121.4119361	24.98311074	
公車站牌	3354	淨律寺	中山路三段淨律寺大門西側(向南)	NewTaipei		121.38886	24.97004	
公車站牌	3356	南樹林火車站	中山路二段118之154號同向(向西)	NewTaipei		121.40858	24.98013	
公車站牌	3357	樂山	中山路三段與民和街路口(向南)	NewTaipei		121.38554	24.9684	
公車站牌	3358	潭底	保安街一段328號(向西)	NewTaipei		121.418306	24.99786	
公車站牌	3361	樹林仁愛醫院	中山路ㄧ段193號同向(向北)	NewTaipei		121.42122	24.98764	
公車站牌	3364	樹林後火車站	後站街8號對向(向北)	NewTaipei		121.423739	24.991841	
公車站牌	3366	樹林國小	復興路241號對向(向北)	NewTaipei		121.419591	24.99026	
公車站牌	3367	樹林農會	復興路355號同向(向北)	NewTaipei		121.41731	24.987397	
公車站牌	3368	捷運景美站	羅斯福路六段208號對面(景美區農會前候車亭)(向北)	NewTaipei		121.54114	24.99333	
公車站牌	3370	濟安宮(保安街)	保安街一段(向東)	NewTaipei		121.42747	24.993267	
公車站牌	3372	牛灶坑	中正一路建德門社區大門西側(向西)	NewTaipei		121.36458	24.9566	
公車站牌	3374	北鶯社區	中正一路367號同向(向西)	NewTaipei		121.358124	24.957106	
公車站牌	3377	南鶯集會所	建國路136之3號同向(向西)	NewTaipei		121.351401	24.954009	
公車站牌	3378	茶山	茶山同向(向北)	NewTaipei		121.371496	24.95874	
公車站牌	3379	高明寺	中正一路441號同向(向西)	NewTaipei		121.36216	24.95699	
公車站牌	3380	國慶街	國慶街164號同向(向南)	NewTaipei		121.351064	24.953097	
公車站牌	3382	陶瓷博物館	文化路200號(向南)	NewTaipei		121.352637	24.94957114	
公車站牌	3384	鶯歌郵局	中正一路46號同向(向北)	NewTaipei		121.352527	24.953667	
公車站牌	3385	力行路	力行路一段183-253號同向(向西)	NewTaipei		121.48307	25.07034	
公車站牌	3386	三民街	三民街110號同向(向東)	NewTaipei		121.485128	25.06332591	
公車站牌	3387	大同路口	重新路三段16號同向(向東)	NewTaipei		121.494845415865	25.0613984013315	
公車站牌	3388	三安里	正義北路215號(向北)	NewTaipei		121.496081127723	25.0686318968407	
公車站牌	339	國防醫學中心	成功路二段414號同向(向北)	NewTaipei		121.590031196316	25.0712104683315	
公車站牌	3391	捷運三和國中站	三和路四段254號同向(向東)	NewTaipei		121.4859364	25.07691628	
公車站牌	3394	三重區公所(新北大道)	新北大道一段36號(向西)	NewTaipei		121.488152	25.061474	
公車站牌	3395	長元西街口	正義北路106號(向南)	NewTaipei		121.496788	25.065609	
公車站牌	3398	三重派出所(福德北路)	三重區福德北路18號(向東)	NewTaipei		121.502278	25.064639	
公車站牌	3400	三重商工(三民街)	三民街285號同向(向東)	NewTaipei		121.479562	25.067701	
公車站牌	3401	三重商工(中正北路)	中正北路298號對面(向西)	NewTaipei		121.479837	25.068986	
公車站牌	3402	捷運三重國小站	三和路二段212號同向(向東)	NewTaipei		121.496763	25.07022903	
公車站牌	3403	三重郵局	正義南路31號同向(向南)	NewTaipei		121.498057	25.060928	
公車站牌	3406	分子尾	五華街184號同向(向東)	NewTaipei		121.48814	25.08686	
公車站牌	3407	中正南路	中正南路67號同向(向南)	NewTaipei		121.4940315	25.05927578	
公車站牌	3409	五谷王廟	重新路五段476號(向北)	NewTaipei		121.4740285	25.04708064	
公車站牌	3410	六張街口	自強路二段12號同向(向東)	NewTaipei		121.490039523138	25.0689190842076	
公車站牌	3411	五常郵局	仁義街215號同向(向東)	NewTaipei		121.4967495	25.08149815	
公車站牌	3412	五華街	五華街112號同向(向南)	NewTaipei		121.492	25.08308	
公車站牌	3414	仁愛街口	龍門路100號同向(向西)	NewTaipei		121.4974685	25.07284956	
公車站牌	3415	仁義街	仁義街地標同向(向東)	NewTaipei		121.4985074	25.07834752	
公車站牌	3416	介壽市場	正義北路335號同向(向西)	NewTaipei		121.493557306213	25.0715952730589	
公車站牌	3417	三重國民運動中心	集美街65號同向(向西)	NewTaipei		121.4885856	25.0541614	
公車站牌	3418	中興街口	重新路五段湯城旁候車亭(向南)	NewTaipei		121.468523	25.044972	
公車站牌	3419	仁興街口	龍門路207號同向(向東)	NewTaipei		121.4999776	25.07336577	
公車站牌	3420	天后宮	同安七街87巷22號對向(向北)	NewTaipei		121.49998	25.05707	
公車站牌	3421	仙公廟	中正北路450號同向(向東)	NewTaipei		121.473744486153	25.0714385525297	
公車站牌	3422	正義南路底	正義南路163號同向(向南)	NewTaipei		121.498795	25.05760253	
公車站牌	3423	永福街口(聖佑宮)	新北市三重區力行路2段106號同向(向南)	NewTaipei		121.48206	25.07494	
公車站牌	3424	永德里	自強路三段38號同向(向東)	NewTaipei		121.48695	25.07219	
公車站牌	3425	光興國小	正義南路85號同向(向南)	NewTaipei		121.4983337	25.05971795	
公車站牌	3426	自強路口	自強路四段20號同向(向南)	NewTaipei		121.488641	25.07667469	
公車站牌	3427	幸福戲院	三和路四段364號同向(向東)	NewTaipei		121.4830704	25.07861972	
公車站牌	3428	忠孝路	忠孝路二段120號同向(向北)	NewTaipei		121.48313	25.06894	
