類別	編號	名稱	地址	縣市	鄉鎮	經度	緯度
公車站牌	5661	公益中美街口		Taichung		120.66003	24.15086	
公車站牌	5662	內觀中心		Taichung		120.79859	24.22794	
公車站牌	5664	明正國小		Taichung		120.79126	24.31024	
公車站牌	5666	明正里		Taichung		120.78571	24.31179	
公車站牌	5669	明安橋		Taichung		120.78098	24.31295	
公車站牌	5671	東山		Taichung		120.63193	24.2732	
公車站牌	5674	東山廟前		Taichung		120.63341	24.27264	
公車站牌	5676	東平社區		Taichung		120.72598	24.12507	
公車站牌	5678	東平國小(東平路)		Taichung		120.72279	24.1338	
公車站牌	5679	東平國小(東平路)		Taichung		120.72284	24.13392	
公車站牌	568	公館(三民路)		Taichung		120.66967	24.13303	
公車站牌	5680	東員寶		Taichung		120.67393	24.20864	
公車站牌	5682	東陽里		Taichung		120.7543	24.22657	
公車站牌	5684	東陽橋		Taichung		120.73679	24.23589	
公車站牌	5686	東勢尾		Taichung		120.59159	24.33914	
公車站牌	5687	東勢尾		Taichung		120.59155	24.33912	
公車站牌	5688	東勢林場		Taichung		120.87215	24.2816	
公車站牌	569	公館(三民路)		Taichung		120.66953	24.13269	
公車站牌	5690	東勢園		Taichung		120.64352	24.08181	
公車站牌	5691	東勢園		Taichung		120.64368	24.0819	
公車站牌	5692	東興		Taichung		120.8214	24.20679	
公車站牌	5695	東寶社區(昌平路)		Taichung		120.67449	24.20336	
公車站牌	5696	果菜市場		Taichung		120.80766	24.25699	
公車站牌	5697	果菜市場		Taichung		120.80769	24.25695	
公車站牌	5698	林梨宮		Taichung		120.84615	24.2737	
公車站牌	57	一支線邊		Taichung		120.71929	24.29538	
公車站牌	570	臺中科大民生校區		Taichung		120.67604	24.13899	
公車站牌	5700	松鶴酒莊		Taichung		120.69625	24.31172	
公車站牌	5702	武明山		Taichung		120.73463	24.23797	
公車站牌	5704	武鹿		Taichung		120.55636	24.27987	
公車站牌	5705	武鹿		Taichung		120.55636	24.27995	
公車站牌	5706	河川巷		Taichung		120.73206	24.08677	
公車站牌	5708	西岐里活動中心		Taichung		120.63103	24.41722	
公車站牌	5709	西岐里活動中心		Taichung		120.63099	24.41719	
公車站牌	5711	社口國小		Taichung		120.68442	24.24561	
公車站牌	5713	社南		Taichung		120.67879	24.23889	
公車站牌	5714	社南廟		Taichung		120.68229	24.24614	
公車站牌	5715	社南廟		Taichung		120.68224	24.2459	
公車站牌	5716	股份園路口		Taichung		120.81931	24.22314	
公車站牌	5719	花眉		Taichung		120.67343	24.23171	
公車站牌	572	永春東東興路口		Taichung		120.6533	24.1349	
公車站牌	5721	金星觀入口		Taichung		120.72442	24.22656	
公車站牌	5722	金星觀入口		Taichung		120.72434	24.22667	
公車站牌	5723	長龍吊橋		Taichung		120.75855	24.11761	
公車站牌	5725	丘逢甲紀念公園		Taichung		120.75229	24.26213	
公車站牌	5726	丘逢甲紀念公園		Taichung		120.75224	24.26213	
公車站牌	5727	天公廟(東門路)		Taichung		120.69617	24.12718	
公車站牌	5728	天公廟(東門路)		Taichung		120.69631	24.12734	
公車站牌	5729	信義國小(五權南路)		Taichung		120.67007	24.12126	
公車站牌	573	永春東東興路口		Taichung		120.65397	24.13497	
公車站牌	5730	信義國小(五權南路)		Taichung		120.6699	24.12117	
公車站牌	5731	南屯市場		Taichung		120.63764	24.14025	
公車站牌	5732	南屯市場		Taichung		120.6376	24.14021	
公車站牌	5733	南屯郵局		Taichung		120.64308	24.13837	
公車站牌	5735	南門(順天路)		Taichung		120.62166	24.34374	
公車站牌	5736	南門(順天路)		Taichung		120.62166	24.34383	
公車站牌	5737	東西七路一段38巷口		Taichung		120.63985	24.36618	
公車站牌	5738	東西七路一段38巷口		Taichung		120.63981	24.36622	
公車站牌	5739	茸仔寮		Taichung		120.67931	24.36632	
公車站牌	574	好市多		Taichung		120.64851	24.13199	
公車站牌	5740	茸仔寮		Taichung		120.67929	24.36624	
公車站牌	5742	興中興義街口		Taichung		120.80318	24.21508	
公車站牌	5743	順帆路15巷口		Taichung		120.6397	24.40696	
公車站牌	5744	順帆路15巷口		Taichung		120.63985	24.40689	
公車站牌	5745	中山國中		Taichung		120.66076	24.16779	
公車站牌	5746	中山國中		Taichung		120.66026	24.16882	
公車站牌	5747	南區公所		Taichung		120.66348	24.11692	
公車站牌	5748	南區公所		Taichung		120.66349	24.11687	
公車站牌	5749	中華文昌路口		Taichung		120.55061	24.24099	
公車站牌	575	好市多		Taichung		120.64804	24.13208	
公車站牌	5750	中華文昌路口		Taichung		120.55029	24.24092	
公車站牌	5751	長安福祥巷口		Taichung		120.65894	24.38286	
公車站牌	5752	長安福祥巷口		Taichung		120.65892	24.38292	
公車站牌	5753	干城二站		Taichung		120.62925	24.15239	
公車站牌	5754	干城二站		Taichung		120.6291	24.15251	
公車站牌	5755	建成大智路口		Taichung		120.68978	24.13158	
公車站牌	5756	建成大智路口		Taichung		120.6899	24.13148	
公車站牌	5758	松樹下		Taichung		120.66283	24.37482	
公車站牌	5759	松樹下		Taichung		120.6628	24.37479	
公車站牌	576	三民林森路口		Taichung		120.67249	24.13554	
公車站牌	5760	東豐/后豐鐵馬道		Taichung		120.74017	24.27135	
公車站牌	5761	東豐/后豐鐵馬道		Taichung		120.73951	24.27193	
公車站牌	5762	新高社區		Taichung		120.70945	24.14929	
公車站牌	5763	新高社區		Taichung		120.71004	24.14952	
公車站牌	5764	九華山苦行林		Taichung		120.7734	24.17966	
公車站牌	5765	九華山苦行林		Taichung		120.77342	24.17959	
公車站牌	5766	美村公益路口		Taichung		120.66171	24.15044	
公車站牌	5767	美村公益路口		Taichung		120.66165	24.15037	
公車站牌	5768	南眉		Taichung		120.81408	24.25614	
公車站牌	577	三民林森路口		Taichung		120.67254	24.13571	
公車站牌	5770	南庄		Taichung		120.57652	24.3497	
公車站牌	5771	南庄		Taichung		120.57654	24.34965	
公車站牌	5772	南華		Taichung		120.82021	24.18989	
公車站牌	5774	南華莊		Taichung		120.81447	24.17555	
公車站牌	5775	南華莊		Taichung		120.81476	24.17573	
公車站牌	5776	南陽國小		Taichung		120.72235	24.24858	
公車站牌	5777	南陽國小		Taichung		120.7226	24.24883	
公車站牌	5778	南陽橋		Taichung		120.73042	24.24258	
公車站牌	578	南屯美村路口		Taichung		120.66205	24.13213	
公車站牌	5780	南勢(豐正路)		Taichung		120.67506	24.03269	
公車站牌	5781	南勢(豐正路)		Taichung		120.67503	24.03265	
公車站牌	5782	南勢(東關路)		Taichung		120.89689	24.16919	
公車站牌	5784	南新		Taichung		120.72193	24.20995	
公車站牌	5785	南新		Taichung		120.72178	24.20965	
公車站牌	5786	南寮		Taichung		120.57565	24.17289	
公車站牌	5788	南螺潭		Taichung		120.64348	24.06125	
公車站牌	5789	南螺潭		Taichung		120.64352	24.06128	
公車站牌	579	南屯美村路口		Taichung		120.6621	24.13218	
公車站牌	5790	甘宅		Taichung		120.72238	24.23856	
公車站牌	5795	省農會		Taichung		120.68983	24.11235	
公車站牌	5796	省農會		Taichung		120.68988	24.11252	
公車站牌	5797	穿龍		Taichung		120.90088	24.2812	
公車站牌	5799	東汴國小		Taichung		120.79658	24.11748	
公車站牌	58	一支線邊		Taichung		120.7193	24.29542	
公車站牌	580	愛心家園		Taichung		120.65316	24.13233	
公車站牌	5801	茅埔角		Taichung		120.8155	24.18471	
公車站牌	5802	茅埔角		Taichung		120.81557	24.18473	
公車站牌	5804	茄苳寮		Taichung		120.80588	24.15081	
公車站牌	5805	茄苳寮		Taichung		120.80595	24.15079	
公車站牌	5807	風坑		Taichung		120.68053	24.34433	
公車站牌	5808	香川		Taichung		120.92335	24.32032	
公車站牌	581	愛心家園		Taichung		120.65312	24.13234	
公車站牌	5810	香蕉市場		Taichung		120.74467	24.13069	
公車站牌	5812	埔仔		Taichung		120.5696	24.21047	
公車站牌	5814	埔羗林		Taichung		120.59081	24.34075	
公車站牌	5815	埔羗林		Taichung		120.59081	24.34065	
公車站牌	5816	埔鹽林		Taichung		120.78165	24.11169	
公車站牌	5818	東光旱溪街口		Taichung		120.6967	24.14071	
公車站牌	5819	東光旱溪街口		Taichung		120.69673	24.14073	
公車站牌	582	大智民安路口		Taichung		120.54514	24.25534	
公車站牌	5820	校栗埔		Taichung		120.81097	24.28172	
公車站牌	5821	校栗埔		Taichung		120.81077	24.28173	
公車站牌	5822	桐林		Taichung		120.7384	24.06226	
公車站牌	5823	桐林		Taichung		120.73846	24.06228	
公車站牌	5824	桐林國小		Taichung		120.73543	24.06609	
公車站牌	5825	桐林國小		Taichung		120.73537	24.06607	
公車站牌	5826	桃園		Taichung		120.93416	24.33687	
公車站牌	5828	泰昌里		Taichung		120.83662	24.25105	
公車站牌	583	大智民安路口		Taichung		120.54414	24.2561	
公車站牌	5830	海埔仔		Taichung		120.51263	24.19329	
公車站牌	5832	烏石坑		Taichung		120.92388	24.29661	
公車站牌	5834	神木		Taichung		120.78873	24.26145	
公車站牌	5837	梨山長老教會		Taichung		121.25964	24.2572	
公車站牌	5838	梨山長老教會		Taichung		121.25951	24.25712	
公車站牌	5839	神岡農會		Taichung		120.65857	24.25839	
公車站牌	584	何厝(臺灣大道)		Taichung		120.65351	24.1602	
公車站牌	5841	荔枝頭		Taichung		120.78825	24.11577	
公車站牌	5843	金星橋		Taichung		120.77323	24.27487	
公車站牌	5844	金星橋		Taichung		120.77327	24.27501	
公車站牌	5845	馬力埔		Taichung		120.79305	24.2208	
公車站牌	5848	馬岡厝		Taichung		120.66892	24.21465	
公車站牌	5849	馬鳴埔		Taichung		120.66298	24.34029	
公車站牌	585	何厝(臺灣大道)		Taichung		120.65379	24.16063	
公車站牌	5851	高圓子		Taichung		120.52589	24.21505	
公車站牌	5852	高圓子		Taichung		120.52597	24.21498	
公車站牌	5853	健民國小		Taichung		120.7277	24.08961	
公車站牌	5854	健民國小		Taichung		120.72777	24.08968	
公車站牌	5855	健康社區		Taichung		120.72923	24.09359	
公車站牌	5856	健康社區		Taichung		120.72929	24.09355	
公車站牌	5857	高簡		Taichung		120.84071	24.24488	
公車站牌	5859	國姓廟		Taichung		120.58429	24.30266	
公車站牌	586	童綜合醫院(沙鹿院區)		Taichung		120.56145	24.24278	
公車站牌	5861	國隆社區		Taichung		120.79362	24.22204	
公車站牌	5863	埤腳		Taichung		120.66382	24.34415	
公車站牌	5865	基登公司		Taichung		120.63255	24.28915	
公車站牌	5868	崎頂(土城路)		Taichung		120.67554	24.34398	
公車站牌	5869	崎頂(南華街)		Taichung		120.81023	24.17423	
公車站牌	587	童綜合醫院(沙鹿院區)		Taichung		120.56129	24.24287	
公車站牌	5870	崎頂(南華街)		Taichung		120.81024	24.17409	
公車站牌	5873	崎頂(協興街)		Taichung		120.81799	24.20273	
公車站牌	5875	崎頭		Taichung		120.76328	24.26231	
公車站牌	5876	崎頭		Taichung		120.76328	24.26231	
公車站牌	5877	教堂前		Taichung		120.79427	24.21841	
公車站牌	5879	內東梅里路口		Taichung		120.73092	24.30502	
公車站牌	588	文化莊		Taichung		120.56231	24.24541	
公車站牌	5880	梅園		Taichung		120.81258	24.16072	
公車站牌	5881	梅園		Taichung		120.81265	24.16075	
公車站牌	5882	清泉國中		Taichung		120.5928	24.30502	
公車站牌	5884	清涼寺		Taichung		120.77677	24.10591	
公車站牌	5886	梨山中小學(耶穌堂)		Taichung		121.26048	24.2566	
公車站牌	5887	梨山中小學(耶穌堂)		Taichung		121.26055	24.25664	
公車站牌	5888	豐原球場		Taichung		120.75449	24.26404	
公車站牌	5889	豐原球場		Taichung		120.75444	24.26417	
公車站牌	589	文化莊		Taichung		120.56211	24.24545	
公車站牌	5890	庄美里		Taichung		120.61988	24.34518	
公車站牌	5891	庄美里		Taichung		120.61984	24.34514	
公車站牌	5892	雪山坑		Taichung		120.93459	24.33886	
公車站牌	5894	雪山橋頭		Taichung		120.93334	24.33464	
公車站牌	5896	頂上		Taichung		120.8011	24.29391	
公車站牌	5898	頂大安		Taichung		120.6153	24.38332	
公車站牌	59	民俗公園(昌平路)		Taichung		120.69041	24.17456	
公車站牌	590	鹿寮		Taichung		120.56676	24.25156	
公車站牌	5900	通豪大飯店(曉明女中)		Taichung		120.67292	24.16835	
公車站牌	5901	通豪大飯店(曉明女中)		Taichung		120.67268	24.16829	
公車站牌	5902	頂大里		Taichung		120.67429	24.1039	
公車站牌	5904	頂太平		Taichung		120.67297	24.31008	
公車站牌	5906	頂牛埔		Taichung		120.67895	24.24386	
公車站牌	5907	頂牛埔		Taichung		120.67933	24.24383	
公車站牌	5909	頂竹圍		Taichung		120.67191	24.34123	
公車站牌	591	鹿寮		Taichung		120.56659	24.25158	
公車站牌	5910	頂西勢寮		Taichung		120.59601	24.24894	
公車站牌	5912	頂東興		Taichung		120.82143	24.20415	
公車站牌	5914	頂社南		Taichung		120.68156	24.242	
公車站牌	5916	環興		Taichung		121.29529	24.32755	
公車站牌	5918	環興		Taichung		121.29538	24.32771	
公車站牌	592	中峰		Taichung		120.56898	24.25544	
公車站牌	5920	頂埔鹽林		Taichung		120.78336	24.11349	
公車站牌	5923	頂頭汴坑		Taichung		120.75138	24.12213	
公車站牌	5925	公益公園(忠明南路)		Taichung		120.65739	24.15034	
公車站牌	5926	公益公園(忠明南路)		Taichung		120.65723	24.15031	
公車站牌	5927	鹿港寮		Taichung		120.56847	24.2009	
公車站牌	5929	博愛		Taichung		120.97279	24.17448	
公車站牌	593	中峰		Taichung		120.56887	24.25563	
公車站牌	5931	喀哩		Taichung		120.64682	24.05534	
公車站牌	5932	喀哩		Taichung		120.64684	24.05544	
公車站牌	5933	富貴新村		Taichung		120.64258	24.2198	
公車站牌	5937	惠陽中陽路口		Taichung		120.72417	24.25072	
公車站牌	5938	惠陽中陽路口		Taichung		120.72425	24.25075	
公車站牌	5939	曾厝		Taichung		120.67481	24.05549	
公車站牌	594	華南銀行(清水分行)		Taichung		120.5751	24.26803	
公車站牌	5941	湖興		Taichung		120.82252	24.17562	
公車站牌	5943	番仔田		Taichung		120.64375	24.34671	
公車站牌	5945	新天地西洋博物館		Taichung		120.70126	24.142	
公車站牌	5946	新天地西洋博物館		Taichung		120.70135	24.14204	
公車站牌	5947	郵局前		Taichung		120.82449	24.31332	
公車站牌	5949	雅洲新城		Taichung		120.65407	24.22907	
公車站牌	595	華南銀行(清水分行)		Taichung		120.57507	24.26839	
公車站牌	5950	雅洲新城		Taichung		120.65363	24.22908	
公車站牌	5951	雲仙洞		Taichung		120.86118	24.23723	
公車站牌	5953	圓通精舍		Taichung		120.83947	24.25097	
公車站牌	5956	慈航寺		Taichung		120.69354	24.1479	
公車站牌	5959	慈惠堂		Taichung		120.75293	24.26068	
公車站牌	596	清水		Taichung		120.57596	24.27029	
公車站牌	5960	慈惠堂		Taichung		120.75288	24.26071	
公車站牌	5961	新七村		Taichung		120.81998	24.21538	
公車站牌	5963	新二村		Taichung		120.79588	24.21795	
公車站牌	5964	新二村		Taichung		120.79597	24.21759	
公車站牌	5967	新三村		Taichung		120.80703	24.22135	
公車站牌	5968	新五村		Taichung		120.81147	24.19043	
公車站牌	5969	新五村		Taichung		120.81147	24.19043	
公車站牌	597	清水		Taichung		120.57581	24.27031	
公車站牌	5974	新六村		Taichung		120.82116	24.18117	
公車站牌	5976	新四村		Taichung		120.80437	24.19593	
公車站牌	5977	新四村		Taichung		120.80456	24.19588	
公車站牌	5978	新田		Taichung		120.72371	24.21817	
公車站牌	5979	新田		Taichung		120.72366	24.21824	
公車站牌	598	青海河南路口		Taichung		120.6451	24.17049	
公車站牌	5980	新田口		Taichung		120.79993	24.30684	
公車站牌	5982	新光里(中山路)		Taichung		120.70245	24.14813	
公車站牌	5983	新光里(中山路)		Taichung		120.70238	24.148	
公車站牌	5985	新圳		Taichung		120.58779	24.16669	
公車站牌	5986	新村		Taichung		120.63094	24.27667	
公車站牌	5988	新村		Taichung		120.78372	24.31174	
公車站牌	599	青海河南路口		Taichung		120.64491	24.17088	
公車站牌	5990	新厝(長生路)		Taichung		120.66278	24.34969	
公車站牌	5992	新興		Taichung		120.77702	24.31473	
公車站牌	5994	豐東北陽二街口		Taichung		120.73375	24.25266	
公車站牌	5995	豐東北陽二街口		Taichung		120.7338	24.25267	
公車站牌	5996	暗山		Taichung		120.8047	24.30323	
公車站牌	5998	暗坑		Taichung		120.73246	24.07132	
公車站牌	5999	暗坑		Taichung		120.73255	24.07122	
公車站牌	6	彰化銀行(自由路)		Taichung		120.68191	24.13992	
公車站牌	60	民俗公園(昌平路)		Taichung		120.69046	24.17476	
公車站牌	600	臺中市後備指揮部		Taichung		120.64921	24.16725	
公車站牌	6000	楊桃樹腳		Taichung		120.87824	24.23689	
公車站牌	6003	源龍社區		Taichung		120.71133	24.25835	
公車站牌	6005	溪心壩		Taichung		120.64285	24.07515	
公車站牌	6006	溪心壩		Taichung		120.64294	24.07536	
公車站牌	6008	溪南國中		Taichung		120.64256	24.07162	
公車站牌	6009	溪南國中		Taichung		120.64274	24.07147	
公車站牌	601	臺中市後備指揮部		Taichung		120.64876	24.16763	
公車站牌	6010	溪埔仔		Taichung		120.57464	24.30007	
公車站牌	6012	瑞峰國小		Taichung		120.57501	24.16971	
公車站牌	6013	瑞峰國小		Taichung		120.57478	24.16971	
公車站牌	6014	矮山坪		Taichung		120.82238	24.18769	
公車站牌	6016	萬應宮		Taichung		120.65269	24.05573	
公車站牌	6017	萬應宮		Taichung		120.65259	24.05576	
公車站牌	6018	萬豐		Taichung		120.69667	24.02579	
公車站牌	6019	萬豐		Taichung		120.69688	24.02662	
公車站牌	602	青海文心路口		Taichung		120.65269	24.16554	
公車站牌	6020	農試所		Taichung		120.69677	24.02923	
公車站牌	6021	農試所		Taichung		120.69698	24.0287	
公車站牌	6022	農試所宿舍		Taichung		120.69597	24.01862	
公車站牌	6023	農試所宿舍		Taichung		120.69614	24.01849	
公車站牌	6024	遊客中心		Taichung		121.00812	24.25611	
公車站牌	6026	達聲		Taichung		120.65929	24.23124	
公車站牌	6027	達聲		Taichung		120.65954	24.23156	
公車站牌	6028	達觀		Taichung		120.91988	24.32787	
公車站牌	603	青海文心路口		Taichung		120.65263	24.16563	
公車站牌	6030	裡冷		Taichung		120.94857	24.16674	
公車站牌	6032	僑昌公司		Taichung		120.63191	24.2748	
公車站牌	6034	僑榮國小		Taichung		120.70298	24.0705	
公車站牌	6035	僑榮國小		Taichung		120.70287	24.07046	
公車站牌	6036	文武國小		Taichung		120.60089	24.33602	
公車站牌	6037	文武國小		Taichung		120.6005	24.33578	
公車站牌	6038	豐原監理站		Taichung		120.72963	24.24734	
公車站牌	6039	豐原監理站		Taichung		120.7296	24.24734	
公車站牌	604	西屯太原路口		Taichung		120.66294	24.16342	
公車站牌	6040	福成橋		Taichung		120.81612	24.27887	
公車站牌	6041	福成橋		Taichung		120.81637	24.27887	
公車站牌	6042	福利社		Taichung		120.76242	24.11506	
公車站牌	6044	福泰社區		Taichung		120.64402	24.08538	
公車站牌	6045	福泰社區		Taichung		120.64417	24.08525	
公車站牌	6046	福連公司		Taichung		120.65319	24.25859	
公車站牌	6048	福嚴寺		Taichung		120.74155	24.13101	
公車站牌	605	西屯太原路口		Taichung		120.66314	24.16343	
公車站牌	6050	種苗繁殖場		Taichung		120.8034	24.23024	
公車站牌	6051	種苗繁殖場		Taichung		120.80344	24.23029	
公車站牌	6052	綠山莊口		Taichung		120.73307	24.24059	
公車站牌	6054	永進家園		Taichung		120.6501	24.27871	
公車站牌	6055	永進家園		Taichung		120.65009	24.27869	
公車站牌	6056	豪傑山莊		Taichung		120.74657	24.23388	
公車站牌	6058	億鴻新村		Taichung		120.67047	24.2381	
公車站牌	6059	億鴻新村		Taichung		120.66978	24.2374	
公車站牌	606	西屯忠明路口		Taichung		120.66448	24.16155	
公車站牌	6060	廣興社區		Taichung		120.72569	24.07531	
公車站牌	6061	廣興社區		Taichung		120.72569	24.0754	
公車站牌	6062	中央南舊車路口		Taichung		120.52243	24.19239	
公車站牌	6063	中央南舊車路口		Taichung		120.52217	24.19241	
公車站牌	6064	德豐大樓		Taichung		120.53703	24.28329	
公車站牌	6066	摩天嶺口		Taichung		120.924	24.3189	
公車站牌	6068	樟腳		Taichung		120.71769	24.29614	
公車站牌	6069	樟腳		Taichung		120.7175	24.29612	
公車站牌	607	西屯忠明路口		Taichung		120.66461	24.16148	
公車站牌	6070	蝙蝠洞		Taichung		120.78042	24.10903	
公車站牌	6073	誼豐廠		Taichung		120.672	24.22873	
公車站牌	6074	賢德大樓		Taichung		120.53792	24.28532	
公車站牌	6076	橫山		Taichung		120.63031	24.21023	
公車站牌	6077	橫山		Taichung		120.63046	24.21018	
公車站牌	6078	橫流溪		Taichung		120.90703	24.24073	
公車站牌	608	西屯健行路口		Taichung		120.66564	24.15999	
公車站牌	6080	橫龍		Taichung		120.86697	24.25897	
公車站牌	6082	御史里		Taichung		120.68774	23.99017	
公車站牌	6084	陽明自強南街口		Taichung		120.72286	24.24591	
公車站牌	6085	陽明自強南街口		Taichung		120.72278	24.24591	
公車站牌	6087	興中山莊		Taichung		120.80698	24.21145	
公車站牌	6088	興仁里(興安路)		Taichung		120.55676	24.23263	
公車站牌	609	西屯健行路口		Taichung		120.66592	24.15973	
公車站牌	6090	興台塑膠廠		Taichung		120.66008	24.05915	
公車站牌	6091	興台塑膠廠		Taichung		120.65927	24.0589	
公車站牌	6092	蕭家花園		Taichung		120.75497	24.25933	
公車站牌	6093	蕭家花園		Taichung		120.75492	24.25939	
公車站牌	6094	錦埔		Taichung		120.65734	24.05764	
公車站牌	6095	錦埔		Taichung		120.65726	24.05766	
公車站牌	6096	頭嵙口		Taichung		120.80023	24.19925	
公車站牌	6097	頭嵙口		Taichung		120.80045	24.19921	
公車站牌	6098	頭汴坑		Taichung		120.74902	24.12448	
公車站牌	61	大甲車站(中山路)		Taichung		120.62681	24.34502	
公車站牌	610	健行國小		Taichung		120.67343	24.15917	
公車站牌	6100	頭汴國小		Taichung		120.75021	24.12323	
公車站牌	6102	龍二橋		Taichung		120.52263	24.19667	
公車站牌	6104	龍谷樂園		Taichung		121.00436	24.20283	
公車站牌	6106	龍泉下		Taichung		120.81246	24.15318	
公車站牌	6107	龍泉下		Taichung		120.8125	24.1531	
公車站牌	6108	龍眼腳		Taichung		120.757	24.11995	
公車站牌	611	健行國小		Taichung		120.67337	24.15922	
公車站牌	6110	龍港國小		Taichung		120.50008	24.19867	
公車站牌	6111	龍港國小		Taichung		120.50016	24.1986	
公車站牌	6112	龍興里		Taichung		120.78903	24.25645	
公車站牌	6114	檢查站		Taichung		120.87322	24.24023	
公車站牌	6116	營區前		Taichung		120.79442	24.20687	
公車站牌	6117	營區前		Taichung		120.79446	24.20696	
公車站牌	6119	舊站		Taichung		120.82562	24.31241	
公車站牌	612	健行學士路口		Taichung		120.6804	24.15911	
公車站牌	6122	豐洲		Taichung		120.68295	24.2694	
公車站牌	6127	大豐一崇德路口		Taichung		120.68594	24.21007	
公車站牌	6128	大豐一崇德路口		Taichung		120.6859	24.21015	
公車站牌	6129	雙崎		Taichung		120.90889	24.2918	
公車站牌	613	健行學士路口		Taichung		120.68059	24.15913	
公車站牌	6132	羅厝		Taichung		120.79081	24.26408	
公車站牌	6133	羅厝		Taichung		120.87376	24.25876	
公車站牌	6135	蟾蜍石		Taichung		120.92284	24.31591	
公車站牌	6137	麗水		Taichung		120.49841	24.20074	
公車站牌	6138	麗陽		Taichung		120.98943	24.18691	
公車站牌	614	土庫停車場(國美館)		Taichung		120.65724	24.14096	
公車站牌	6140	寶泉犬舍		Taichung		120.73975	24.23678	
公車站牌	6142	鐵山國小		Taichung		120.6562	24.34854	
公車站牌	6144	鐵線橋頭		Taichung		120.91969	24.18689	
公車站牌	6146	觀音橋		Taichung		120.905	24.28532	
公車站牌	6148	中山路二段741巷口		Taichung		120.65276	24.39291	
公車站牌	6149	中山路二段741巷口		Taichung		120.65279	24.39294	
公車站牌	615	土庫停車場(國美館)		Taichung		120.65739	24.14112	
公車站牌	6150	永豐路28巷口		Taichung		120.71272	24.12426	
公車站牌	6151	永豐路28巷口		Taichung		120.71267	24.12412	
公車站牌	6152	文心西屯路口		Taichung		120.65238	24.16626	
公車站牌	6153	東西七路一段500巷口		Taichung		120.61655	24.37107	
公車站牌	6154	東西七路一段500巷口		Taichung		120.61649	24.37106	
公車站牌	6155	第六分局(惠來路)		Taichung		120.63936	24.15951	
公車站牌	6156	第六分局(惠來路)		Taichung		120.6395	24.15951	
公車站牌	6157	廍子路5鄰		Taichung		120.6849	24.3475	
公車站牌	6159	五權國中		Taichung		120.67875	24.15571	
公車站牌	616	中山堂		Taichung		120.68172	24.15515	
公車站牌	6160	五權國中		Taichung		120.67912	24.15574	
公車站牌	6161	松林園		Taichung		120.8816	24.26268	
公車站牌	6163	安眉公益巷口		Taichung		120.69992	24.32085	
公車站牌	6164	安眉公益巷口		Taichung		120.6996	24.3207	
公車站牌	6165	崇德九路口		Taichung		120.68621	24.18757	
公車站牌	6166	崇德九路口		Taichung		120.68638	24.18749	
公車站牌	6168	向陽圓環東路口		Taichung		120.72815	24.25128	
公車站牌	6169	向陽圓環東路口		Taichung		120.72813	24.25125	
公車站牌	617	中山堂		Taichung		120.68181	24.15522	
公車站牌	6170	福雅路321巷口		Taichung		120.62354	24.1934	
公車站牌	6171	福雅路321巷口		Taichung		120.62328	24.19312	
公車站牌	6172	東英二街長福路口		Taichung		120.70388	24.13514	
公車站牌	6174	崑南崑崙巷口		Taichung		120.7858	24.24307	
公車站牌	6175	崑南崑崙巷口		Taichung		120.78572	24.24309	
公車站牌	6176	工業區1與8路口		Taichung		120.60505	24.17175	
公車站牌	6177	工業區1與8路口		Taichung		120.60506	24.17195	
公車站牌	6179	淡溝里		Taichung		120.6693	24.15509	
公車站牌	618	中港澄清醫院		Taichung		120.61584	24.18264	
公車站牌	6180	淡溝里		Taichung		120.66935	24.15495	
公車站牌	6182	台影文化城		Taichung		120.71523	24.07682	
公車站牌	6184	巧聖先師		Taichung		120.58159	24.17562	
公車站牌	6185	巧聖先師		Taichung		120.58167	24.1756	
公車站牌	6186	萬壽棒球場(大墩路)		Taichung		120.64989	24.1472	
公車站牌	6187	萬壽棒球場(大墩路)		Taichung		120.64983	24.14732	
公車站牌	6188	全陽社區		Taichung		120.70717	24.07651	
公車站牌	619	中港澄清醫院		Taichung		120.616	24.18296	
公車站牌	6190	吉峰社區		Taichung		120.71107	24.077	
公車站牌	6192	成功社區		Taichung		120.6972	24.09031	
公車站牌	6194	竹圍(塗城路)		Taichung		120.70458	24.08789	
公車站牌	6196	東西八南北三路口		Taichung		120.62385	24.36655	
公車站牌	6197	東西八南北三路口		Taichung		120.62398	24.36658	
公車站牌	6198	宜欣國小		Taichung		120.71499	24.13907	
公車站牌	6199	宜欣國小		Taichung		120.71499	24.13926	
公車站牌	62	大甲車站(中山路)		Taichung		120.62667	24.34465	
公車站牌	6200	東海駕訓班		Taichung		120.5778	24.16649	
公車站牌	6201	東海駕訓班		Taichung		120.57806	24.16686	
公車站牌	6202	光華里		Taichung		120.73283	24.15676	
公車站牌	6203	光華里		Taichung		120.73282	24.15679	
公車站牌	6206	十全藥局		Taichung		120.70991	24.08633	
公車站牌	6209	下塗城		Taichung		120.70286	24.08813	
公車站牌	6211	大突寮(國中路)		Taichung		120.6853	24.09539	
公車站牌	6213	大庄		Taichung		120.71531	24.08612	
公車站牌	6215	光華高工		Taichung		120.73562	24.13389	
公車站牌	6216	光華高工		Taichung		120.73559	24.13389	
公車站牌	6217	福德公園(環太東路)		Taichung		120.72431	24.14848	
公車站牌	6218	中山路三段19巷口		Taichung		120.72134	24.14917	
公車站牌	6219	中山路三段19巷口		Taichung		120.72135	24.14925	
公車站牌	6220	井子頭		Taichung		120.57535	24.16173	
